I,R,P,O,D
Chappie Moustache Vivo V9/ V11Pro Wired Headset,3.7,₹299,9,70% off,https://www.flipkart.com/chappie-moustache-vivo-v9-v11pro-wired-headset/p/itm60dacb6b062c9?pid=ACCFMHZEKTNJF6HS&lid=LSTACCFMHZEKTNJF6HSNMKAGT&marketplace=FLIPKART&srno=b_4_133&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFMHZEKTNJF6HS.SEARCH&ssid=9fiwiylhk00000001609495493478
AR SON ENTERPRISE A006 20 W Bluetooth  Speaker,3.1,₹749,1,62% off,https://www.flipkart.com/ar-son-enterprise-a006-20-w-bluetooth-speaker/p/itm7bbc035670190?pid=ACCFXMRHUKHXJRVZ&lid=LSTACCFXMRHUKHXJRVZ9P4ATM&marketplace=FLIPKART&srno=b_4_134&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFXMRHUKHXJRVZ.SEARCH&ssid=9fiwiylhk00000001609495493478
Helokuki Rea_lme Narzo 10 A / 10 / 6 Pro / 6 Wired Headset,4.7,₹289,9,71% off,https://www.flipkart.com/helokuki-rea-lme-narzo-10-6-pro-wired-headset/p/itm46215f1008921?pid=ACCFU9GJMMBUQ8Y9&lid=LSTACCFU9GJMMBUQ8Y9EI28ZF&marketplace=FLIPKART&srno=b_4_135&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFU9GJMMBUQ8Y9.SEARCH&ssid=9fiwiylhk00000001609495493478
AR SON ENTERPRISE I 7S Bluetooth Headset,3.8,₹449,1,65% off,https://www.flipkart.com/ar-son-enterprise-7s-bluetooth-headset/p/itm706631d6ab626?pid=ACCFVZZWEH6FYGF5&lid=LSTACCFVZZWEH6FYGF5EPYKEE&marketplace=FLIPKART&srno=b_4_136&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFVZZWEH6FYGF5.SEARCH&ssid=9fiwiylhk00000001609495493478
CRICSHOW ViVOS Stylish Earphones like earpods Wired Headset,3.4,₹249,5,58% off,https://www.flipkart.com/cricshow-vivos-stylish-earphones-like-earpods-wired-headset/p/itmc5578bab9f588?pid=ACCFW64C7JCYKKJ8&lid=LSTACCFW64C7JCYKKJ8GCM8PB&marketplace=FLIPKART&srno=b_4_137&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFW64C7JCYKKJ8.SEARCH&ssid=9fiwiylhk00000001609495493478
Helokuki Oppo R15/F7/A3/A39/A3s/R17/K1/A7/F11 Wired Headset,3.4,₹298,9,70% off,https://www.flipkart.com/helokuki-oppo-r15-f7-a3-a39-a3s-r17-k1-a7-f11-wired-headset/p/itm737e46bc3f869?pid=ACCFPDWT9VP4A89Y&lid=LSTACCFPDWT9VP4A89Y6SVOLG&marketplace=FLIPKART&srno=b_4_138&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFPDWT9VP4A89Y.SEARCH&ssid=9fiwiylhk00000001609495493478
AR SON ENTERPRISE CL-671 10 W Bluetooth  Speaker,3.5,₹450,1,69% off,https://www.flipkart.com/ar-son-enterprise-cl-671-10-w-bluetooth-speaker/p/itm56a38d1902d63?pid=ACCFWN6GV6ANZMY2&lid=LSTACCFWN6GV6ANZMY2E04HYE&marketplace=FLIPKART&srno=b_4_139&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFWN6GV6ANZMY2.SEARCH&ssid=9fiwiylhk00000001609495493478
Helokuki Extra bass Opo R15x/A7/A5s/Reno/A9/K3/Reno Z Wired Headset,4.3,₹298,9,70% off,https://www.flipkart.com/helokuki-extra-bass-opo-r15x-a7-a5s-reno-a9-k3-reno-z-wired-headset/p/itm5bace8f2c9268?pid=ACCFPFUCDUSGTGUN&lid=LSTACCFPFUCDUSGTGUNKJ765J&marketplace=FLIPKART&srno=b_4_140&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFPFUCDUSGTGUN.SEARCH&ssid=9fiwiylhk00000001609495493478
RENMAX Bluetooth Music Bulb LED 5 W Bluetooth  Speaker,3.7,₹549,9,45% off,https://www.flipkart.com/renmax-bluetooth-music-bulb-led-5-w-speaker/p/itmc51042d00ec15?pid=ACCFTGUDSF82NHYM&lid=LSTACCFTGUDSF82NHYMXJSCLG&marketplace=FLIPKART&srno=b_4_141&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFTGUDSF82NHYM.SEARCH&ssid=9fiwiylhk00000001609495493478
AR SON ENTERPRISE TG-162 20 W Bluetooth  Speaker,3.7,₹440,1,70% off,https://www.flipkart.com/ar-son-enterprise-tg-162-20-w-bluetooth-speaker/p/itm5988f29459e56?pid=ACCFWNU8RYARM4SH&lid=LSTACCFWNU8RYARM4SHCTET2J&marketplace=FLIPKART&srno=b_4_142&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFWNU8RYARM4SH.SEARCH&ssid=9fiwiylhk00000001609495493478
"Yooo Shopi Original High Quality all Smartphones, Earphone with Mic Wired Headset",3.3,₹279,9,72% off,https://www.flipkart.com/yooo-shopi-original-high-quality-all-smartphones-earphone-mic-wired-headset/p/itmac93efa14d7f1?pid=ACCFUZ9YQ8FDUKEN&lid=LSTACCFUZ9YQ8FDUKENXEH0AB&marketplace=FLIPKART&srno=b_4_143&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFUZ9YQ8FDUKEN.SEARCH&ssid=9fiwiylhk00000001609495493478
Gionee EPS1 Wired Headset without Mic,(31),₹239,4,52% off,https://www.flipkart.com/gionee-eps1-wired-headset-without-mic/p/itm0a24515eff79d?pid=ACCFNYHUZHYGTGDJ&lid=LSTACCFNYHUZHYGTGDJIVQNPD&marketplace=FLIPKART&srno=b_4_144&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFNYHUZHYGTGDJ.SEARCH&ssid=9fiwiylhk00000001609495493478
Gionee earphone Wired Headset,(60),₹379,7,52% off,https://www.flipkart.com/gionee-earphone-wired-headset/p/itmdd5b617e9df27?pid=ACCFWVMGHZZNCXYK&lid=LSTACCFWVMGHZZNCXYKURGUA2&marketplace=FLIPKART&srno=b_4_145&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFWVMGHZZNCXYK.SEARCH&ssid=9fiwiylhk00000001609495493478
Edifier MP100 Portable Bluetooth Speaker 4.5 W Bluetooth  Speaker,(10),₹764,2,69% off,https://www.flipkart.com/edifier-mp100-portable-bluetooth-speaker-4-5-w/p/itmf42f02dc98f50?pid=ACCFPYGCC29SMSWG&lid=LSTACCFPYGCC29SMSWGU9XWDB&marketplace=FLIPKART&srno=b_4_146&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFPYGCC29SMSWG.SEARCH&ssid=9fiwiylhk00000001609495493478
CRICSHOW Compatible Handsfree 3.5mm Earphones For All Mobile Wired Headset,"(2,267)",₹249,1,83% off,https://www.flipkart.com/cricshow-compatible-handsfree-3-5mm-earphones-all-mobile-wired-headset/p/itm1112a4e8b204b?pid=ACCFVY6ZGJGB3QKW&lid=LSTACCFVY6ZGJGB3QKWGIDK0G&marketplace=FLIPKART&srno=b_4_147&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFVY6ZGJGB3QKW.SEARCH&ssid=9fiwiylhk00000001609495493478
Edifier MP80 Portable Bluetooth Speakers 4.5 W Bluetooth  Speaker,(45),₹699,1,64% off,https://www.flipkart.com/edifier-mp80-portable-bluetooth-speakers-4-5-w-speaker/p/itma06aab99f846b?pid=ACCFPYKFSBAQCTKB&lid=LSTACCFPYKFSBAQCTKBYHJ74R&marketplace=FLIPKART&srno=b_4_148&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFPYKFSBAQCTKB.SEARCH&ssid=9fiwiylhk00000001609495493478
Edifier H180 Wired Hi-Fi Stereo In-ear Earphone Headset Wired Headset,(49),₹499,8,43% off,https://www.flipkart.com/edifier-h180-wired-hi-fi-stereo-in-ear-earphone-headset/p/itma12b63ed2a004?pid=ACCFKMH8U4FU4XSH&lid=LSTACCFKMH8U4FU4XSH0TOHUE&marketplace=FLIPKART&srno=b_4_149&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFKMH8U4FU4XSH.SEARCH&ssid=9fiwiylhk00000001609495493478
EAXES WIRELESS BLUETOOTH HEADPHONES LC5600 (BLUE) Bluetooth Headset,(2),"₹1,079",3,73% off,https://www.flipkart.com/eaxes-wireless-bluetooth-headphones-lc5600-blue-headset/p/itm1beed47bb74d5?pid=ACCFPKNZXBHCWVFG&lid=LSTACCFPKNZXBHCWVFGNVBTMP&marketplace=FLIPKART&srno=b_4_150&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFPKNZXBHCWVFG.SEARCH&ssid=9fiwiylhk00000001609495493478
Yooo Shopi Original High Quality all Smartphones Earphone with Mic Wired Headset,(16),₹279,9,72% off,https://www.flipkart.com/yooo-shopi-original-high-quality-all-smartphones-earphone-mic-wired-headset/p/itm131ad6433e4b8?pid=ACCFUZ99F8R9QJVY&lid=LSTACCFUZ99F8R9QJVYUPGX0L&marketplace=FLIPKART&srno=b_4_151&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFUZ99F8R9QJVY.SEARCH&ssid=9fiwiylhk00000001609495493478
obin WS-887 5 W Bluetooth  Speaker,(14),₹319,1,78% off,https://www.flipkart.com/obin-ws-887-5-w-bluetooth-speaker/p/itm0000a0e393d7a?pid=ACCFBSBWRWJPZX4Y&lid=LSTACCFBSBWRWJPZX4YVERQGW&marketplace=FLIPKART&srno=b_4_152&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFBSBWRWJPZX4Y.SEARCH&ssid=9fiwiylhk00000001609495493478
CRICSHOW Perfect Bluetooth Headset White Bluetooth Headset,(4),₹249,9,75% off,https://www.flipkart.com/cricshow-perfect-bluetooth-headset-white/p/itm73cefbdf7bbd5?pid=ACCFUMX6VQ9NQASV&lid=LSTACCFUMX6VQ9NQASVZXUQRV&marketplace=FLIPKART&srno=b_4_153&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFUMX6VQ9NQASV.SEARCH&ssid=9fiwiylhk00000001609495493478
Deparq la51 Wired Headset,(10),₹299,9,70% off,https://www.flipkart.com/deparq-la51-wired-headset/p/itma9377254b9e73?pid=ACCFW56XDP4BEZ4P&lid=LSTACCFW56XDP4BEZ4PVJODRM&marketplace=FLIPKART&srno=b_4_154&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFW56XDP4BEZ4P.SEARCH&ssid=9fiwiylhk00000001609495493478
Helokuki Earphone Wired Headset,(11),₹448,9,55% off,https://www.flipkart.com/helokuki-earphone-wired-headset/p/itmb2dff1fd8d5f7?pid=ACCFT7H9GZRBJHS5&lid=LSTACCFT7H9GZRBJHS5TXNN4C&marketplace=FLIPKART&srno=b_4_155&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFT7H9GZRBJHS5.SEARCH&ssid=9fiwiylhk00000001609495493478
Helokuki F11 roA9Rno2 Wired Headset,(3),₹279,9,72% off,https://www.flipkart.com/helokuki-f11-roa9rno2-wired-headset/p/itm0ac6362713dd2?pid=ACCFRHU2QBN6FZCJ&lid=LSTACCFRHU2QBN6FZCJDXBFS8&marketplace=FLIPKART&srno=b_4_156&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFRHU2QBN6FZCJ.SEARCH&ssid=9fiwiylhk00000001609495493478
QOR9 TRUEWINGS Bluetooth Headset,(35),"₹1,799",2,40% off,https://www.flipkart.com/qor9-truewings-bluetooth-headset/p/itm369623a9ef5fb?pid=ACCFVF6Y8CQCR4GD&lid=LSTACCFVF6Y8CQCR4GDEMFTKD&marketplace=FLIPKART&srno=b_4_157&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFVF6Y8CQCR4GD.SEARCH&ssid=9fiwiylhk00000001609495493478
Helokuki wireless earphone Wired Headset,(3),₹298,9,70% off,https://www.flipkart.com/helokuki-wireless-earphone-wired-headset/p/itmb991a0c3837e2?pid=ACCFSS3TY2SEJN9G&lid=LSTACCFSS3TY2SEJN9G0CDP4W&marketplace=FLIPKART&srno=b_4_158&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFSS3TY2SEJN9G.SEARCH&ssid=9fiwiylhk00000001609495493478
Helokuki Powerfull Extra bass Vvo Wired Headset,(8),₹298,9,70% off,https://www.flipkart.com/helokuki-powerfull-extra-bass-vvo-wired-headset/p/itm572ac8a01788a?pid=ACCFPG7AQQAS9JDY&lid=LSTACCFPG7AQQAS9JDYBRKWZF&marketplace=FLIPKART&srno=b_4_159&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFPG7AQQAS9JDY.SEARCH&ssid=9fiwiylhk00000001609495493478
Deparq vi V1 S PO / Z1 / Z1x / S1 / Y11 / Y12 Wired Headset,(7),₹299,9,70% off,https://www.flipkart.com/deparq-vi-v1-s-po-z1-z1x-s1-y11-y12-wired-headset/p/itm868d365af55e1?pid=ACCFW79GEZB4HBEA&lid=LSTACCFW79GEZB4HBEAT870IS&marketplace=FLIPKART&srno=b_4_160&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb757a6c-7456-4a45-8b2e-ce811c0d8ba9.ACCFW79GEZB4HBEA.SEARCH&ssid=9fiwiylhk00000001609495493478
Helokuki wired earphone 01 Wired Headset,4.2,₹278,9,72% off,https://www.flipkart.com/helokuki-wired-earphone-01-headset/p/itma3f1e47a457ab?pid=ACCFSV6PGXCJJQNF&lid=LSTACCFSV6PGXCJJQNFG8F5AI&marketplace=FLIPKART&srno=b_5_161&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFSV6PGXCJJQNF.SEARCH&ssid=jst71o5rcw0000001609495500182
Helokuki R3 Pro/ Re/ Ro 2Z / Re 2F Wired Headset,3.8,₹298,9,70% off,https://www.flipkart.com/helokuki-r3-pro-re-ro-2z-re-2f-wired-headset/p/itm95895fc9f1782?pid=ACCFSYAHZAAGJBHU&lid=LSTACCFSYAHZAAGJBHUYKS7VT&marketplace=FLIPKART&srno=b_5_162&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFSYAHZAAGJBHU.SEARCH&ssid=jst71o5rcw0000001609495500182
Helokuki A_10 Headphone Wired Headset,3.5,₹399,9,60% off,https://www.flipkart.com/helokuki-a-10-headphone-wired-headset/p/itmd4ee8bddd3d23?pid=ACCFUFHAGHTBUE5B&lid=LSTACCFUFHAGHTBUE5BRSDWAF&marketplace=FLIPKART&srno=b_5_163&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFUFHAGHTBUE5B.SEARCH&ssid=jst71o5rcw0000001609495500182
Olbon SPne 4 W Bluetooth  Speaker,3.7,₹373,1,73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_5_164&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_79ieN%2F8GOMVxnyh0wU1bTJRz9gtCI%2F2Wu5vwIO4HLH5LWb31VRmEZmhgSW%2F%2BF0F1pCTkhV96blXD18MVUO7AnA%3D%3D&ssid=jst71o5rcw0000001609495500182
Helokuki iv11 Wired Headset,2.2,₹278,9,72% off,https://www.flipkart.com/helokuki-iv11-wired-headset/p/itmdcb9e8fc46aad?pid=ACCFSV97KYFG8Y5A&lid=LSTACCFSV97KYFG8Y5AY9E4EN&marketplace=FLIPKART&srno=b_5_165&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFSV97KYFG8Y5A.SEARCH&ssid=jst71o5rcw0000001609495500182
Helokuki OO_3 Wired Headset,4.2,₹298,9,70% off,https://www.flipkart.com/helokuki-oo-3-wired-headset/p/itma0c71f29eecd0?pid=ACCFTYZGWGXNYNHB&lid=LSTACCFTYZGWGXNYNHBMU9PTE&marketplace=FLIPKART&srno=b_5_166&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFTYZGWGXNYNHB.SEARCH&ssid=jst71o5rcw0000001609495500182
CRICSHOW Gt-112 powerful Bluetooth Speaker Portable Outdoor Rechargeable Wireless Speakers 10 W Bluetooth  Speaker,2.9,₹489,9,51% off,https://www.flipkart.com/cricshow-gt-112-powerful-bluetooth-speaker-portable-outdoor-rechargeable-wireless-speakers-10-w/p/itm4f9fa1b6edac9?pid=ACCFVZ7C4UKDH3GE&lid=LSTACCFVZ7C4UKDH3GEOTYK2T&marketplace=FLIPKART&srno=b_5_167&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFVZ7C4UKDH3GE.SEARCH&ssid=jst71o5rcw0000001609495500182
iFiX Chrome Boom Stereo Wired Headset,3.9,₹299,6,57% off,https://www.flipkart.com/ifix-chrome-boom-stereo-wired-headset/p/itmad7e7a193b0c6?pid=ACCFP5ZF2CQGRDQF&lid=LSTACCFP5ZF2CQGRDQFWVO8AG&marketplace=FLIPKART&srno=b_5_168&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFP5ZF2CQGRDQF.SEARCH&ssid=jst71o5rcw0000001609495500182
iFiX Chrome Boom Stereo Wired Headset,3.5,₹299,6,57% off,https://www.flipkart.com/ifix-chrome-boom-stereo-wired-headset/p/itm1d3727e6bdba2?pid=ACCFP5NWH2CVGPUS&lid=LSTACCFP5NWH2CVGPUSGJXBZR&marketplace=FLIPKART&srno=b_5_169&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFP5NWH2CVGPUS.SEARCH&ssid=jst71o5rcw0000001609495500182
QOR9 WAVEBASS Bluetooth Headset,(10),"₹1,899",2,36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_5_170&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_79ieN%2F8GOMVxnyh0wU1bTJRz9gtCI%2F2Wu5vwIO4HLH65%2B%2BrmFZ8fqs0D7Dghz%2BkL%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=jst71o5rcw0000001609495500182
Helokuki A31 / A5s / A1K / F11 / F11 Pro Wired Headset,(16),₹279,9,72% off,https://www.flipkart.com/helokuki-a31-a5s-a1k-f11-pro-wired-headset/p/itm3fa9f18b9f20d?pid=ACCFT9GMHYSQZGRV&lid=LSTACCFT9GMHYSQZGRVFK1EWR&marketplace=FLIPKART&srno=b_5_171&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFT9GMHYSQZGRV.SEARCH&ssid=jst71o5rcw0000001609495500182
Helokuki A20s/M30/M30s/A40/A20/A30/A50/A10 Wired Headset,"(2,825)",₹348,9,65% off,https://www.flipkart.com/helokuki-a20s-m30-m30s-a40-a20-a30-a50-a10-wired-headset/p/itm9762cffc6b618?pid=ACCFPFZGNVS7JZ5A&lid=LSTACCFPFZGNVS7JZ5AZRRD70&marketplace=FLIPKART&srno=b_5_172&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFPFZGNVS7JZ5A.SEARCH&ssid=jst71o5rcw0000001609495500182
Deparq F17 Pro / F17 / 4 Pro / A32 / A53 Wired Headset,(48),₹289,9,71% off,https://www.flipkart.com/deparq-f17-pro-4-a32-a53-wired-headset/p/itm0758f2e4cbefb?pid=ACCFW9KY7UBGZQ6R&lid=LSTACCFW9KY7UBGZQ6RGDKTSS&marketplace=FLIPKART&srno=b_5_173&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFW9KY7UBGZQ6R.SEARCH&ssid=jst71o5rcw0000001609495500182
Helokuki 2.1/3.1/6.1/ Wired Headset,(5),₹268,9,73% off,https://www.flipkart.com/helokuki-2-1-3-1-6-1-wired-headset/p/itmaea73454cb67c?pid=ACCFPG83YCXGKR7T&lid=LSTACCFPG83YCXGKR7TLFO6EE&marketplace=FLIPKART&srno=b_5_174&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFPG83YCXGKR7T.SEARCH&ssid=jst71o5rcw0000001609495500182
