I,R,P,O,D
Helokuki iv11 Wired Headset,3.5,₹278,₹999,72% off,https://www.flipkart.com/helokuki-iv11-wired-headset/p/itmdcb9e8fc46aad?pid=ACCFSV97KYFG8Y5A&lid=LSTACCFSV97KYFG8Y5AY9E4EN&marketplace=FLIPKART&srno=b_5_165&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb96cfe3-ce59-454a-bf75-ea0bb8f601df.ACCFSV97KYFG8Y5A.SEARCH&ssid=hozkx743tc0000001609485839503
Helokuki OO_3 Wired Headset,2.2,₹298,₹999,70% off,https://www.flipkart.com/helokuki-oo-3-wired-headset/p/itma0c71f29eecd0?pid=ACCFTYZGWGXNYNHB&lid=LSTACCFTYZGWGXNYNHBMU9PTE&marketplace=FLIPKART&srno=b_5_166&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb96cfe3-ce59-454a-bf75-ea0bb8f601df.ACCFTYZGWGXNYNHB.SEARCH&ssid=hozkx743tc0000001609485839503
CRICSHOW Gt-112 powerful Bluetooth Speaker Portable Outdoor Rechargeable Wireless Speakers 10 W Bluetooth  Speaker,4.2,₹489,₹999,51% off,https://www.flipkart.com/cricshow-gt-112-powerful-bluetooth-speaker-portable-outdoor-rechargeable-wireless-speakers-10-w/p/itm4f9fa1b6edac9?pid=ACCFVZ7C4UKDH3GE&lid=LSTACCFVZ7C4UKDH3GEOTYK2T&marketplace=FLIPKART&srno=b_5_167&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb96cfe3-ce59-454a-bf75-ea0bb8f601df.ACCFVZ7C4UKDH3GE.SEARCH&ssid=hozkx743tc0000001609485839503
iFiX Chrome Boom Stereo Wired Headset,2.9,₹299,₹699,57% off,https://www.flipkart.com/ifix-chrome-boom-stereo-wired-headset/p/itmad7e7a193b0c6?pid=ACCFP5ZF2CQGRDQF&lid=LSTACCFP5ZF2CQGRDQFWVO8AG&marketplace=FLIPKART&srno=b_5_168&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb96cfe3-ce59-454a-bf75-ea0bb8f601df.ACCFP5ZF2CQGRDQF.SEARCH&ssid=hozkx743tc0000001609485839503
iFiX Chrome Boom Stereo Wired Headset,3.5,₹299,₹699,57% off,https://www.flipkart.com/ifix-chrome-boom-stereo-wired-headset/p/itm1d3727e6bdba2?pid=ACCFP5NWH2CVGPUS&lid=LSTACCFP5NWH2CVGPUSGJXBZR&marketplace=FLIPKART&srno=b_5_169&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=fb96cfe3-ce59-454a-bf75-ea0bb8f601df.ACCFP5NWH2CVGPUS.SEARCH&ssid=hozkx743tc0000001609485839503
Zebronics ZEB-EM940 Wired Headset,3.6,₹199,₹399,50% off,https://www.flipkart.com/zebronics-zeb-em940-wired-headset/p/itm4402bea459ffc?pid=ACCFFXN6XNHEJ4WG&lid=LSTACCFFXN6XNHEJ4WGIP8ETD&marketplace=FLIPKART&srno=b_7_241&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=611a7958-061c-426c-be13-5d272ba4373c.ACCFFXN6XNHEJ4WG.SEARCH&ssid=l285k5qskg0000001609485859735
Zebronics ZEB-KNIGHT Bluetooth  Speaker,4.2,"₹1,222","₹1,599",23% off,https://www.flipkart.com/zebronics-zeb-knight-bluetooth-speaker/p/itm324950aa18ccd?pid=ACCF2REHYM5UZGKJ&lid=LSTACCF2REHYM5UZGKJCOVCU6&marketplace=FLIPKART&srno=b_7_242&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=611a7958-061c-426c-be13-5d272ba4373c.ACCF2REHYM5UZGKJ.SEARCH&ssid=l285k5qskg0000001609485859735
Zebronics ATOM Wireless 3 W Bluetooth  Speaker,3.7,"₹1,389","₹1,699",18% off,https://www.flipkart.com/zebronics-atom-wireless-3-w-bluetooth-speaker/p/itme4b65e1f6a931?pid=ACCF9X6DFNUGVRHZ&lid=LSTACCF9X6DFNUGVRHZIX4LEW&marketplace=FLIPKART&srno=b_7_243&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=611a7958-061c-426c-be13-5d272ba4373c.ACCF9X6DFNUGVRHZ.SEARCH&ssid=l285k5qskg0000001609485859735
Olbon SPne 4 W Bluetooth  Speaker,4.2,₹373,"₹1,390",73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_7_244&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_wj%2FgT3FhoyERQzmh3J08xzwbi54s3PYru0iJpykPKnRXwDfSY4%2BIga%2Bn9Gh4%2F1BEpCTkhV96blXD18MVUO7AnA%3D%3D&ssid=l285k5qskg0000001609485859735
ShutterBugs XB750 Bluetooth Headphone (Black+Red) Bluetooth Headset,3.8,₹799,"₹1,999",60% off,https://www.flipkart.com/shutterbugs-xb750-bluetooth-headphone-black-red-headset/p/itm0e53787fae127?pid=ACCFHDCFXZ6BJVTY&lid=LSTACCFHDCFXZ6BJVTY1DEKA6&marketplace=FLIPKART&srno=b_7_245&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=611a7958-061c-426c-be13-5d272ba4373c.ACCFHDCFXZ6BJVTY.SEARCH&ssid=l285k5qskg0000001609485859735
Zebronics Icon Bluetooth Headset,3.8,₹729,"₹1,099",33% off,https://www.flipkart.com/zebronics-icon-bluetooth-headset/p/itme1f51d3713f52?pid=ACCF3NNMEBQ4DTQF&lid=LSTACCF3NNMEBQ4DTQFKPK8VS&marketplace=FLIPKART&srno=b_7_246&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=611a7958-061c-426c-be13-5d272ba4373c.ACCF3NNMEBQ4DTQF.SEARCH&ssid=l285k5qskg0000001609485859735
ShutterBugs XB750 Bluetooth Headphone (Black) Bluetooth Headset,3.6,₹699,"₹1,999",65% off,https://www.flipkart.com/shutterbugs-xb750-bluetooth-headphone-black-headset/p/itm5629e5bc4faea?pid=ACCFHC8EJCUJNZAB&lid=LSTACCFHC8EJCUJNZABMOGXZH&marketplace=FLIPKART&srno=b_7_247&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=611a7958-061c-426c-be13-5d272ba4373c.ACCFHC8EJCUJNZAB.SEARCH&ssid=l285k5qskg0000001609485859735
ShutterBugs KD26 Bluetooth Headphone Bluetooth Headset,4,₹599,"₹2,199",72% off,https://www.flipkart.com/shutterbugs-kd26-bluetooth-headphone-headset/p/itmb8d0360327bd5?pid=ACCFHPMMMP7JYPF3&lid=LSTACCFHPMMMP7JYPF3LBI5OF&marketplace=FLIPKART&srno=b_7_248&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=611a7958-061c-426c-be13-5d272ba4373c.ACCFHPMMMP7JYPF3.SEARCH&ssid=l285k5qskg0000001609485859735
ShutterBugs KD 20 Bluetooth Headphone Bluetooth Headset,3.4,₹699,"₹1,949",64% off,https://www.flipkart.com/shutterbugs-kd-20-bluetooth-headphone-headset/p/itmb2696c1877b20?pid=ACCFHK85FJXEJNFD&lid=LSTACCFHK85FJXEJNFD3WYQWX&marketplace=FLIPKART&srno=b_7_249&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=611a7958-061c-426c-be13-5d272ba4373c.ACCFHK85FJXEJNFD.SEARCH&ssid=l285k5qskg0000001609485859735
QOR9 WAVEBASS Bluetooth Headset,3.8,"₹1,899","₹2,999",36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_7_250&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_wj%2FgT3FhoyERQzmh3J08xzwbi54s3PYru0iJpykPKnQvzRzgB%2F5iDPSa%2FhLITxhX%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=l285k5qskg0000001609485859735
Helokuki Extra power Full bass Vvo Y17/Y15/Y12/Y90/Y3/Y19/Y5s/Y95/Y93 Wired Headset,3.6,₹298,₹999,70% off,https://www.flipkart.com/helokuki-extra-power-full-bass-vvo-y17-y15-y12-y90-y3-y19-y5s-y95-y93-wired-headset/p/itm177cf00937f0d?pid=ACCFPFU4G6RY3JSR&lid=LSTACCFPFU4G6RY3JSRUTOWIN&marketplace=FLIPKART&srno=b_7_251&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=611a7958-061c-426c-be13-5d272ba4373c.ACCFPFU4G6RY3JSR.SEARCH&ssid=l285k5qskg0000001609485859735
Zebronics Pine Bluetooth Headset,3.7,₹776,₹999,22% off,https://www.flipkart.com/zebronics-pine-bluetooth-headset/p/itm8150bb48e2abd?pid=ACCEZENNFBMHZUT2&lid=LSTACCEZENNFBMHZUT221RNVF&marketplace=FLIPKART&srno=b_7_252&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=611a7958-061c-426c-be13-5d272ba4373c.ACCEZENNFBMHZUT2.SEARCH&ssid=l285k5qskg0000001609485859735
Bongga Pro Wired Headset,3.7,₹189,₹999,81% off,https://www.flipkart.com/bongga-pro-wired-headset/p/itm8950eab6ffea9?pid=ACCFS2KDPFNFH5FK&lid=LSTACCFS2KDPFNFH5FKPZ7SW1&marketplace=FLIPKART&srno=b_7_253&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=611a7958-061c-426c-be13-5d272ba4373c.ACCFS2KDPFNFH5FK.SEARCH&ssid=l285k5qskg0000001609485859735
Zebronics Regal Bluetooth Headset,3.8,"₹1,378","₹2,499",44% off,https://www.flipkart.com/zebronics-regal-bluetooth-headset/p/itm93436ee8e6976?pid=ACCFEGW4CCCUYCN6&lid=LSTACCFEGW4CCCUYCN6YI6X5Z&marketplace=FLIPKART&srno=b_7_254&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=611a7958-061c-426c-be13-5d272ba4373c.ACCFEGW4CCCUYCN6.SEARCH&ssid=l285k5qskg0000001609485859735
Zebronics ZEB-EMZ50 Wired Earphone With Mic Wired Headset,3.5,₹207,₹399,48% off,https://www.flipkart.com/zebronics-zeb-emz50-wired-earphone-mic-headset/p/itmbfea773a3e301?pid=ACCFFUMACQACAPVT&lid=LSTACCFFUMACQACAPVTJFGV0R&marketplace=FLIPKART&srno=b_7_255&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=611a7958-061c-426c-be13-5d272ba4373c.ACCFFUMACQACAPVT.SEARCH&ssid=l285k5qskg0000001609485859735
Bongga 5 Wired Headset,4.2,₹189,₹699,72% off,https://www.flipkart.com/bongga-5-wired-headset/p/itm915f7380a6917?pid=ACCFQ6YFNJSFNCYR&lid=LSTACCFQ6YFNJSFNCYRYKFECA&marketplace=FLIPKART&srno=b_8_281&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=aa369761-395d-40b6-a9de-3199b1ef37fe.ACCFQ6YFNJSFNCYR.SEARCH&ssid=mez1evj41s0000001609485864779
RENMAX PTT Earpiece 2-Pin Earphone with Mic Wired Headset,2.8,₹699,"₹1,599",56% off,https://www.flipkart.com/renmax-ptt-earpiece-2-pin-earphone-mic-wired-headset/p/itm1a1859270d4c0?pid=ACCFMYSZTJSZNM6Y&lid=LSTACCFMYSZTJSZNM6YVJAEVM&marketplace=FLIPKART&srno=b_8_282&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=aa369761-395d-40b6-a9de-3199b1ef37fe.ACCFMYSZTJSZNM6Y.SEARCH&ssid=mez1evj41s0000001609485864779
CRICSHOW AP02 Original More Bass Earphone Wired Headset,3.8,₹249,₹599,58% off,https://www.flipkart.com/cricshow-ap02-original-more-bass-earphone-wired-headset/p/itm533c6790e946b?pid=ACCFVGUPZYDJFYYH&lid=LSTACCFVGUPZYDJFYYHJXGZOL&marketplace=FLIPKART&srno=b_8_283&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=aa369761-395d-40b6-a9de-3199b1ef37fe.ACCFVGUPZYDJFYYH.SEARCH&ssid=mez1evj41s0000001609485864779
Olbon SPne 4 W Bluetooth  Speaker,4,₹373,"₹1,390",73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_8_284&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_rjV%2Fu6BGoRYLkgSZYlKrMSBC9kwVqQ4g%2B55dFxC4KCrBP6rjMmDAsf063aNgh%2BpmpCTkhV96blXD18MVUO7AnA%3D%3D&ssid=mez1evj41s0000001609485864779
CRICSHOW vio best selling top attitude earphonne with mic Wired Headset Wired Headset,4,₹239,₹699,65% off,https://www.flipkart.com/cricshow-vio-best-selling-top-attitude-earphonne-mic-wired-headset/p/itm2c0e12fa704a3?pid=ACCFUFWHGYGCBQEP&lid=LSTACCFUFWHGYGCBQEPXNPBKW&marketplace=FLIPKART&srno=b_8_285&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=aa369761-395d-40b6-a9de-3199b1ef37fe.ACCFUFWHGYGCBQEP.SEARCH&ssid=mez1evj41s0000001609485864779
Helokuki A31 / A5S / A9 / A5 / F15 Wired Headset,3.7,₹298,₹999,70% off,https://www.flipkart.com/helokuki-a31-a5s-a9-a5-f15-wired-headset/p/itm26de9c7b428b6?pid=ACCFSF9TGHZNUTXG&lid=LSTACCFSF9TGHZNUTXGR9MPFC&marketplace=FLIPKART&srno=b_8_286&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=aa369761-395d-40b6-a9de-3199b1ef37fe.ACCFSF9TGHZNUTXG.SEARCH&ssid=mez1evj41s0000001609485864779
CRICSHOW Original High Quality Wired Headset,3.6,₹249,₹399,37% off,https://www.flipkart.com/cricshow-original-high-quality-wired-headset/p/itm18082ef07ab92?pid=ACCFU7CH87XSHSF7&lid=LSTACCFU7CH87XSHSF7JUJO4X&marketplace=FLIPKART&srno=b_8_287&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=aa369761-395d-40b6-a9de-3199b1ef37fe.ACCFU7CH87XSHSF7.SEARCH&ssid=mez1evj41s0000001609485864779
"CRICSHOW 2 Pack op_p ,vi.vo All mobiles supposed with stereo sound Wired Headset",3.7,₹299,₹999,70% off,https://www.flipkart.com/cricshow-2-pack-op-p-vi-vo-all-mobiles-supposed-stereo-sound-wired-headset/p/itm0308b190c05c8?pid=ACCFWMMNFUWUZZXZ&lid=LSTACCFWMMNFUWUZZXZTAN1NN&marketplace=FLIPKART&srno=b_8_288&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=aa369761-395d-40b6-a9de-3199b1ef37fe.ACCFWMMNFUWUZZXZ.SEARCH&ssid=mez1evj41s0000001609485864779
CRICSHOW 2 Pack Compatible Handsfree 3.5mm Earphones For All Android Wired Headset,3.1,₹249,"₹1,499",83% off,https://www.flipkart.com/cricshow-2-pack-compatible-handsfree-3-5mm-earphones-all-android-wired-headset/p/itm4c74309878a0c?pid=ACCFVXHYGNPZAHEF&lid=LSTACCFVXHYGNPZAHEF5XANOW&marketplace=FLIPKART&srno=b_8_289&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=aa369761-395d-40b6-a9de-3199b1ef37fe.ACCFVXHYGNPZAHEF.SEARCH&ssid=mez1evj41s0000001609485864779
QOR9 WAVEBASS Bluetooth Headset,4,"₹1,899","₹2,999",36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_8_290&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_rjV%2Fu6BGoRYLkgSZYlKrMSBC9kwVqQ4g%2B55dFxC4KCpIg4oEYnMHC8FyINiq3uOM%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=mez1evj41s0000001609485864779
"CRICSHOW J4 Plus,Note 8,A9,J2 Core,J6 Mobile Connected Wired Headset",3.3,₹239,₹999,76% off,https://www.flipkart.com/cricshow-j4-plus-note-8-a9-j2-core-j6-mobile-connected-wired-headset/p/itmfd4f575f40ade?pid=ACCFVZKHHTZQDTCT&lid=LSTACCFVZKHHTZQDTCTXWJLVH&marketplace=FLIPKART&srno=b_8_291&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=aa369761-395d-40b6-a9de-3199b1ef37fe.ACCFVZKHHTZQDTCT.SEARCH&ssid=mez1evj41s0000001609485864779
Bongga Note 5 Wired Headset,3.8,₹189,₹999,81% off,https://www.flipkart.com/bongga-note-5-wired-headset/p/itm7207cbcb85adb?pid=ACCFQ4AFGDGRGHMN&lid=LSTACCFQ4AFGDGRGHMN14WPNE&marketplace=FLIPKART&srno=b_9_321&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1232a311-2096-4d3a-8b5d-7498c89e722a.ACCFQ4AFGDGRGHMN.SEARCH&ssid=pqf17kha340000001609485871066
Bongga A6 Plus Wired Headset,3.2,₹189,₹999,81% off,https://www.flipkart.com/bongga-a6-plus-wired-headset/p/itmce9030d4aa5a5?pid=ACCFQ49ZQZZNJUKK&lid=LSTACCFQ49ZQZZNJUKKIQK3OO&marketplace=FLIPKART&srno=b_9_322&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1232a311-2096-4d3a-8b5d-7498c89e722a.ACCFQ49ZQZZNJUKK.SEARCH&ssid=pqf17kha340000001609485871066
Lumiford HD85 Bluetooth Headset,3.5,"₹1,249","₹4,175",70% off,https://www.flipkart.com/lumiford-hd85-bluetooth-headset/p/itm1c06feea7ad3a?pid=ACCFHE8BYBCVPCZ3&lid=LSTACCFHE8BYBCVPCZ3EFYASP&marketplace=FLIPKART&srno=b_9_323&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1232a311-2096-4d3a-8b5d-7498c89e722a.ACCFHE8BYBCVPCZ3.SEARCH&ssid=pqf17kha340000001609485871066
QOR9 WAVEBASS Bluetooth Headset,4.2,"₹1,899","₹2,999",36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_9_324&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_1ah8aFQZXI%2FrFCNuHSW9GdpbAnwIP77ITuhXEWuWAC7l7xZqM36M1XNaSfwsLG3X%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=pqf17kha340000001609485871066
CRICSHOW 2 Pack 9 All mobiles supposed with stereo sound Wired Headset,3.8,₹299,₹999,70% off,https://www.flipkart.com/cricshow-2-pack-9-all-mobiles-supposed-stereo-sound-wired-headset/p/itm60cd8205be921?pid=ACCFXYJYGGHHUMKX&lid=LSTACCFXYJYGGHHUMKX3MWU6Q&marketplace=FLIPKART&srno=b_9_325&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1232a311-2096-4d3a-8b5d-7498c89e722a.ACCFXYJYGGHHUMKX.SEARCH&ssid=pqf17kha340000001609485871066
Zebronics ZEB-BH950 Bluetooth Headset without Mic,4.3,₹438,₹499,12% off,https://www.flipkart.com/zebronics-zeb-bh950-bluetooth-headset-without-mic/p/itm52e172457ec23?pid=ACCFFXHZCHXJRBUW&lid=LSTACCFFXHZCHXJRBUWX6G4C8&marketplace=FLIPKART&srno=b_9_326&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1232a311-2096-4d3a-8b5d-7498c89e722a.ACCFFXHZCHXJRBUW.SEARCH&ssid=pqf17kha340000001609485871066
Zebronics Bh520 Bluetooth Headset,3.1,₹370,₹399,7% off,https://www.flipkart.com/zebronics-bh520-bluetooth-headset/p/itm6c8c09c34f8c0?pid=ACCEZF2ARAWRXTNT&lid=LSTACCEZF2ARAWRXTNTKBFMWF&marketplace=FLIPKART&srno=b_9_327&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1232a311-2096-4d3a-8b5d-7498c89e722a.ACCEZF2ARAWRXTNT.SEARCH&ssid=pqf17kha340000001609485871066
"CRICSHOW 2 Pack Xi.aomi Re_dmi 4,5,7 M..i Stereo Sound Earphone Wired Headset",4.1,₹249,₹999,75% off,https://www.flipkart.com/cricshow-2-pack-xi-aomi-re-dmi-4-5-7-m-i-stereo-sound-earphone-wired-headset/p/itmd0dde6dc9a8fc?pid=ACCFVQUCNVKXGFC6&lid=LSTACCFVQUCNVKXGFC6BEZSFW&marketplace=FLIPKART&srno=b_9_328&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1232a311-2096-4d3a-8b5d-7498c89e722a.ACCFVQUCNVKXGFC6.SEARCH&ssid=pqf17kha340000001609485871066
Olbon SPne 4 W Bluetooth  Speaker,3.6,₹373,"₹1,390",73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_9_329&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1232a311-2096-4d3a-8b5d-7498c89e722a.ACCFPZU9U5KFFDGX.SEARCH&ssid=pqf17kha340000001609485871066
Deparq Op_po A53 / A9 / A52 / A5 / A5s / A31 / A9 / A12 Wired Headset,3.5,₹299,₹999,70% off,https://www.flipkart.com/deparq-op-po-a53-a9-a52-a5-a5s-a31-a12-wired-headset/p/itm4549b9e947b47?pid=ACCFW45MEHD9JYZH&lid=LSTACCFW45MEHD9JYZH7K0VGX&marketplace=FLIPKART&srno=b_9_330&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1232a311-2096-4d3a-8b5d-7498c89e722a.ACCFW45MEHD9JYZH.SEARCH&ssid=pqf17kha340000001609485871066
Deparq 19 Wired Headset,2.9,₹299,₹999,70% off,https://www.flipkart.com/deparq-19-wired-headset/p/itmd9f8b18095b97?pid=ACCFVZU7EHUWJGFF&lid=LSTACCFVZU7EHUWJGFFX5WLGW&marketplace=FLIPKART&srno=b_9_331&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1232a311-2096-4d3a-8b5d-7498c89e722a.ACCFVZU7EHUWJGFF.SEARCH&ssid=pqf17kha340000001609485871066
